samba-libs:amd64	2:4.22.10+dfsg-0+deb13u2
sed	4.9-2+deb13u1
sensible-utils	0.0.25
shared-mime-info	2.4-5+b2
shim-helpers-amd64-signed	1+16.1+2+pmx1
shim-signed:amd64	1.51+pmx1+16.1-2+pmx1
shim-signed-common	1.51+pmx1+16.1-2+pmx1
shim-unsigned:amd64	16.1-2+pmx1
skopeo	1.18.0+ds1-1+b5
smartmontools	7.5-pve2
smbclient	2:4.22.10+dfsg-0+deb13u2
socat	1.8.0.3-1
spiceterm	3.4.2
sqlite3	3.46.1-7+deb13u1
sqv	1.3.0-3+b2
ssh	1:10.0p1-7+deb13u4
strace	6.13+ds-1
swtpm	0.8.0+pve3
swtpm-libs:amd64	0.8.0+pve3
swtpm-tools	0.8.0+pve3
systemd	257.13-1~deb13u1
systemd-boot-efi:amd64	257.13-1~deb13u1
systemd-boot-tools	257.13-1~deb13u1
systemd-sysv	257.13-1~deb13u1
sysvinit-utils	3.14-4
tar	1.35+dfsg-3.1
tcpdump	4.99.5-2
thin-provisioning-tools	1.1.0-4+b1
time	1.9-0.2
traceroute	1:2.1.6-1
tzdata	2026b-0+deb13u1
ucf	3.0052
udev	257.13-1~deb13u1
uidmap	1:4.17.4-2
usbutils	1:018-2
util-linux	2.41.5-0+deb13u1
util-linux-extra	2.41.5-0+deb13u1
uuid-runtime	2.41.5-0+deb13u1
vim-common	2:9.1.1230-2
vim-tiny	2:9.1.1230-2
virtiofsd	1.13.2-1+deb13u1
vncterm	1.9.2
wamerican	2020.12.07-4
wget	1.25.0-2
whiptail	0.52.25-1
wireguard-tools	1.0.20210914-3
wtmpdb	0.73.0-3+deb13u1
xfsprogs	6.13.0-2+b1
xkb-data	2.42-1
xsltproc	1.1.35-1.2+deb13u3
xz-utils	5.8.1-1+deb13u1
zfs-initramfs	2.4.4-pve1
zfsutils-linux	2.4.4-pve1
zfs-zed	2.4.4-pve1
zlib1g:amd64	1:1.3.dfsg+really1.3.1-1+b1
zstd	1.5.7+dfsg-1
